Token	Lemma	Part-of-speech
		noun:p:v_naz 
		noun:p:v_zna 
з	з 	prep:rv_rod:rv_zna:rv_oru
шоколаду	шоколад 	noun:m:v_dav 
		noun:m:v_mis 
		noun:m:v_rod 
,	- 	- 
приємні	приємний 	adj:p:v_naz:compb 
		adj:p:v_zna:compb 
продавці	продавець 	noun:m:v_mis:anim 
		noun:p:v_kly:anim 
		noun:p:v_naz:anim 
,	- 	SENT_END 
	- 	SENT_START 
Мало	мало 	adv:compb 
	мати 	verb:past:n:imperf 
,	- 	- 
дуже	дуже 	adv 
	дужий 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
мало	мало 	adv:compb 
	мати 	verb:past:n:imperf 
місця	місце 	noun:n:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
,	- 	- 
щоб	щоб 	conj:subord 
		part 
присісти	присісти 	verb:inf:perf 
випити	випити 	verb:inf:perf 
кави	кава 	noun:f:v_rod 
,	- 	- 
,	- 	- 
і	і 	conj:coord 
		part 
ціни	цінити 	verb:impr:s:2:imperf 
	ціна 	noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
на	на 	excl 
		part 
		prep:rv_zna:rv_mis 
шоколадні	шоколадний 	adj:p:v_naz 
		adj:p:v_zna 
цукерки	цукерка 	noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
05.Чер	5-6 	number 
грн	грн 	noun:f:v_dav:nv:abbr 
		noun:f:v_mis:nv:abbr 
		noun:f:v_naz:nv:abbr 
		noun:f:v_oru:nv:abbr 
		noun:f:v_rod:nv:abbr 
		noun:f:v_zna:nv:abbr 
		noun:p:v_dav:nv:abbr 
		noun:p:v_mis:nv:abbr 
		noun:p:v_naz:nv:abbr 
		noun:p:v_oru:nv:abbr 
		noun:p:v_rod:nv:abbr 
		noun:p:v_zna:nv:abbr 
,	- 	- 
за	за 	prep:rv_rod:rv_zna:rv_oru
1	1 	number 
штучку	штучка 	noun:f:v_zna 
трохи	трохи 	adv 
забагато	забагато 	adv 
,	- 	SENT_END 
		PARA_END 
	-	SENT_START 		
Смачна	смачний 	adj:f:v_naz:compb 
кава	кава 	noun:f:v_naz 
,	- 	- 
добрі	добрий 	adj:p:v_naz:compb 
		adj:p:v_zna:compb 
	добро 	noun:n:v_mis 
солодощі	солодощі 	noun:p:v_naz 
		noun:p:v_zna 
,	- 	- 
приємна	приємний 	adj:f:v_naz:compb 
атмосфера	атмосфера 	noun:f:v_naz 
,	- 	- 
на	на 	prep:rv_zna:rv_mis 
офіціанток	офіціантка 	noun:p:v_rod:anim 
		noun:p:v_zna:anim 
нема	нема 	predic 
чого	що 	pron:int:rel:n:v_rod 
скаржитись	скаржитися 	verb:rev:inf:imperf 
—	- 	- 
вони	вони 	pron:pers:p:3:v_naz:anim
видають	видавати 	verb:pres:p:3:imperf 
дзвіночки	дзвіночок 	noun:p:v_naz 
		noun:p:v_zna 
,	- 	- 
щоб	щоб 	conj:subord 
		part 
їх	вони 	pron:pers:p:3:v_rod:anim
		pron:pers:p:3:v_zna:anim
кликати	кликати 	verb:inf:imperf 
,	- 	- 
коли	коли 	adv:&pron:int:rel 
		conj:subord 
		part 
	колоти 	verb:impr:s:2:imperf 
	кіл 	noun:p:v_naz 
		noun:p:v_zna 
потрібно	потрібно 	adv:compb 
,	- 	SENT_END 
		PARA_END 
	-	SENT_START 			
Не	не 	part 
то	то 	conj:subord 
…	- 	SENT_END 
	- 	SENT_START 
	- 	SENT_END 
		PARA_END 
	- 	SENT_START 
Паб	паб 	noun:m:v_naz 
		noun:m:v_zna 
«	- 	- 
Прага	Прага 	noun:f:v_naz 
»	- 	- 
записав	записати 	verb:past:m:perf 
у	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
чорний	чорний 	adj:m:v_naz:compb 
		adj:m:v_zna:compb 
список	список 	noun:m:v_naz 
		noun:m:v_zna 
,	- 	SENT_END 
	- 	SENT_START 
Більше	багато 	adv:compr 
	великий 	adj:n:v_naz:compr 
		adj:n:v_zna:compr 
іти	іти 	verb:inf:imperf 
туди	туди 	adv:&pron:dem 
бажання	бажання 	noun:n:v_naz 
		noun:n:v_rod 
		noun:n:v_zna 
		noun:p:v_naz 
		noun:p:v_zna 
немає	немає 	predic 
,	- 	SENT_END 
	- 	SENT_START 
Якісь	якийсь 	adj:p:v_naz:&pron:ind 
		adj:p:v_zna:&pron:ind 
пива	пиво 	noun:n:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
здивувала	здивувати 	verb:past:f:perf 
—	- 	- 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
чорне	чорний 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
Крушовіце	- 	- 
,	- 	- 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
світле	світлий 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
не	не 	part 
принесло	принести 	verb:past:n:perf 
справжньої	справжній 	adj:f:v_rod 
чеської	чеський 	adj:f:v_rod 
насолоди	насолода 	noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
…	- 	SENT_END 
	- 	SENT_START 
Це	цей 	adj:n:v_naz:&pron:dem
		adj:n:v_zna:&pron:dem
дійсно	дійсно 	adv 
було	бути 	verb:past:n:imperf 
Крушовіце	- 	- 
?	- 	- 
?	- 	- 
?	- 	SENT_END 
	- 	SENT_START 
Заплатив	заплатити 	verb:past:m:perf 
100	100 	number 
грн	грн 	noun:f:v_dav:nv:abbr 
		noun:f:v_mis:nv:abbr 
		noun:f:v_naz:nv:abbr 
		noun:f:v_oru:nv:abbr 
		noun:f:v_rod:nv:abbr 
		noun:f:v_zna:nv:abbr 
		noun:p:v_dav:nv:abbr 
		noun:p:v_mis:nv:abbr 
		noun:p:v_naz:nv:abbr 
		noun:p:v_oru:nv:abbr 
		noun:p:v_rod:nv:abbr 
		noun:p:v_zna:nv:abbr 
за	за 	prep:rv_rod:rv_zna:rv_oru
пиво	пиво 	noun:n:v_naz 
		noun:n:v_zna 
,	- 	- 
а	а 	conj:coord 
		excl 
		part 
радості	радість 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
ноль	- 	- 
…	- 	SENT_END 
	- 	SENT_START 
По	по 	prep:rv_mis:rv_zna 
їжі	їжа 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
,	- 	SENT_END 
	- 	SENT_START 
Що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
це	цей 	adj:n:v_naz:&pron:dem 
		adj:n:v_zna:&pron:dem 
за	за 	prep:rv_rod:rv_zna:rv_oru
трикутники	трикутник 	noun:p:v_naz 
		noun:p:v_zna 
рясно	рясно 	adv 
посипані	посипаний 	adjp:pasv:past:p:v_naz 
		adjp:pasv:past:p:v_zna 
сухими	сухий 	adj:p:v_oru:compb 
травами	трава 	noun:p:v_oru 
?	- 	- 
?	- 	- 
?	- 	SENT_END 
	- 	SENT_START 
У	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
них	вони 	pron:pers:p:3:v_mis:anim 
		pron:pers:p:3:v_rod:anim 
		pron:pers:p:3:v_zna:anim 
забагато	забагато 	adv 
припав	припасти 	verb:past:m:perf 
і	і 	conj:coord 
		part 
не	не 	part 
мають	мати 	verb:pres:p:3:imperf 
	маяти 	verb:pres:p:3:imperf 
куди	куди 	adv:&pron:int:rel 
дівати	дівати 	verb:inf:imperf 
?	- 	- 
?	- 	- 
?	- 	SENT_END 
	- 	SENT_START 
Свині	свині 	noun:unknown 
	свиний 	adj:p:v_naz 
		adj:p:v_zna 
	свиня 	noun:f:v_dav:anim 
		noun:f:v_mis:anim 
		noun:f:v_rod:anim 
ребра	ребро 	noun:n:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
і	і 	conj:coord 
		part 
курячі	курячий 	adj:p:v_naz 
		adj:p:v_zna 
крильця	крильце 	noun:n:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
,	- 	SENT_END 
	- 	SENT_START 
Це	цей 	adj:n:v_naz:&pron:dem
		adj:n:v_zna:&pron:dem
повний	повний 	adj:m:v_naz:compb 
		adj:m:v_zna:compb 
провал	провал 	noun:m:v_naz 
		noun:m:v_zna 
,	- 	SENT_END 
	- 	SENT_START 
Фантазія	фантазія 	noun:f:v_naz 
повара	повар 	noun:m:v_rod:anim 
		noun:m:v_zna:anim 
здивувала	здивувати 	verb:past:f:perf 
,	- 	SENT_END 
	- 	SENT_START 
В	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
одному	один 	numr:m:v_dav 
		numr:m:v_mis 
		numr:n:v_dav 
		numr:n:v_mis 
соусі	соус 	noun:m:v_mis 
з	з 	prep:rv_rod:rv_zna:rv_oru 
кетчупу	кетчуп 	noun:m:v_dav 
		noun:m:v_mis 
		noun:m:v_rod 
,	- 	- 
рясно	рясно 	adv 
посипані	посипаний 	adjp:pasv:past:p:v_naz 
		adjp:pasv:past:p:v_zna 
кунжупом	- 	- 
(	- 	- 
ще	ще 	adv 
		part 
один	один 	numr:m:v_naz 
		numr:m:v_zna 
надлишок	надлишок 	noun:m:v_naz 
		noun:m:v_zna 
у	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
кухні	кухня 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
?	- 	- 
)	- 	- 
і	і 	conj:coord 
		part 
з	з 	prep:rv_rod:rv_zna:rv_oru 
одинаковим	- 	- 
смаком	смак 	noun:m:v_oru 
,	- 	SENT_END 
	- 	SENT_START 
Що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
свиня	свиня 	noun:f:v_naz:anim 
,	- 	- 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
курка	курка 	noun:f:v_naz:anim 
	курок 	noun:m:v_rod 
,	- 	SENT_END 
	- 	SENT_START 
100	100 	number 
грн	грн 	noun:f:v_dav:nv:abbr 
		noun:f:v_mis:nv:abbr 
		noun:f:v_naz:nv:abbr 
		noun:f:v_oru:nv:abbr 
		noun:f:v_rod:nv:abbr 
		noun:f:v_zna:nv:abbr 
		noun:p:v_dav:nv:abbr 
		noun:p:v_mis:nv:abbr 
		noun:p:v_naz:nv:abbr 
		noun:p:v_oru:nv:abbr 
		noun:p:v_rod:nv:abbr 
		noun:p:v_zna:nv:abbr 
знову	знову 	adv 
і	і 	conj:coord 
		part 
знову	знову 	adv 
без	без 	prep:rv_rod 
радості	радість 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:p:v_naz 
		noun:p:v_zna 
,	- 	SENT_END 
	- 	SENT_START 
Підсумок-	- 	- 
Пиво	пиво 	noun:n:v_naz 
		noun:n:v_zna 
сумнівне	сумнівний 	adj:n:v_naz 
		adj:n:v_zna 
,	- 	SENT_END 
	- 	SENT_START 
Кухня	кухня 	noun:f:v_naz 
не	не 	part 
зрозуміла	зрозумілий 	adj:f:v_naz:compb 
	зрозуміти 	verb:past:f:perf 
,	- 	SENT_END 
	- 	SENT_START 
200	200 	number 
грн	грн 	noun:f:v_dav:nv:abbr 
		noun:f:v_mis:nv:abbr 
		noun:f:v_naz:nv:abbr 
		noun:f:v_oru:nv:abbr 
		noun:f:v_rod:nv:abbr 
		noun:f:v_zna:nv:abbr 
		noun:p:v_dav:nv:abbr 
		noun:p:v_mis:nv:abbr 
		noun:p:v_naz:nv:abbr 
		noun:p:v_oru:nv:abbr 
		noun:p:v_rod:nv:abbr 
		noun:p:v_zna:nv:abbr 
за	за 	prep:rv_rod:rv_zna:rv_oru 
харчі	харч 	noun:f:v_dav 
		noun:f:v_mis 
		noun:f:v_rod 
		noun:m:v_mis 
		noun:p:v_naz 
		noun:p:v_zna 
,	- 	- 
які	який 	adj:p:v_naz:&pron:int:rel:def
		adj:p:v_zna:&pron:int:rel:def
зовсім	зовсім 	adv 
цього	цей 	adj:m:v_rod:&pron:dem 
		adj:m:v_zna:&pron:dem 
		adj:n:v_rod:&pron:dem 
не	не 	part 
вартують	вартувати 	verb:pres:p:3:imperf 
,	- 	SENT_END 
	- 	SENT_START 
Повірте	повірити 	verb:impr:p:2:perf 
,	- 	- 
що	що 	conj:subord 
		pron:int:rel:n:v_naz 
		pron:int:rel:n:v_zna 
спокійно	спокійно 	adv:compb 
у	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
Львові	Львів 	noun:m:v_mis 
можна	можна 	predic 
знайти	знайти 	verb:inf:perf 
заклад	заклад 	noun:m:v_naz 
		noun:m:v_zna 
,	- 	- 
де	де 	adv:&pron:int:rel 
		part 
із	із 	prep:rv_rod:rv_zna:rv_oru 
задоволенням	задоволення 	noun:n:v_oru 
		noun:p:v_dav 
можна	можна 	predic 
смачно	смачно 	adv:compb 
поїсти	поїсти 	verb:inf:perf 
,	- 	SENT_END 
	- 	SENT_START 
Пс	- 	- 
,	- 	SENT_END 
	- 	SENT_START 
Завтра	завтра 	adv 
ж	ж 	conj:coord 
		part 
розкажу	розказати 	verb:futr:s:1:perf 
усім	увесь 	adj:m:v_mis:&pron:dem
		adj:m:v_oru:&pron:dem
		adj:n:v_mis:&pron:dem 
		adj:n:v_oru:&pron:dem 
		adj:p:v_dav:&pron:dem 
своїм	свій 	adj:m:v_mis:&pron:pos 
		adj:m:v_oru:&pron:pos 
		adj:n:v_mis:&pron:pos 
		adj:n:v_oru:&pron:pos 
		adj:p:v_dav:&pron:pos 
друзям	друзі 	noun:p:v_dav:anim 
про	про 	prep:rv_zna 
свої	свій 	adj:p:v_naz:&pron:pos 
		adj:p:v_zna:&pron:pos 
негативні	негативний 	adj:p:v_naz:compb 
		adj:p:v_zna:compb 
враження	враження 	noun:n:v_naz 
		noun:n:v_rod 
		noun:n:v_zna 
		noun:p:v_naz 
		noun:p:v_zna 
,	- 	SENT_END 
	- 	SENT_START 
А	а 	conj:coord 
		excl 
		part 
шкода	шкода 	noun:f:v_naz 
,	- 	SENT_END 
	- 	SENT_START 
Колись	колись 	adv:&pron:ind 
	колотися 	verb:rev:impr:s:2:imperf
тут	тут 	adv:&pron:dem 
було	бути 	verb:past:n:imperf 
добре	добре 	adv 
	добрий 	adj:n:v_naz:compb 
		adj:n:v_zna:compb 
…	- 	SENT_END 
	- 	SENT_START 
Не	не 	part 
рекомендую	рекомендувати 	verb:futr:s:1:perf 
		verb:pres:s:1:imperf 
!	- 	SENT_END 
		PARA_END 



